Sales,Profit,City_Fresno,City_Buffalo,Quantity,Sub-Category_Furnishings,Sales_lag_1,Sales_lag_9,Sales_lag_12,Sales_lag_7
72.294,-98.8018,0.0,0.0,1.0,0.0,189.882,28.28,386.68,16.74
579.136,21.7176,0.0,0.0,4.0,0.0,408.006,1279.165,195.184,287.968
290.352,-36.294,0.0,0.0,3.0,0.0,186.048,185.58,39.96,34.504
314.352,-15.7176,0.0,0.0,3.0,0.0,66.645,206.352,171.288,221.382
305.9745,25.1979,0.0,0.0,3.0,0.0,37.296,23.968,112.648,10.984
1292.94,77.5764,0.0,0.0,3.0,0.0,318.43,782.94,589.41,512.96
89.0664,-17.0274,0.0,0.0,1.0,0.0,30.144,21.12,240.784,963.136
163.88,40.97,0.0,0.0,2.0,0.0,701.372,5.352,113.888,631.782
115.96,25.5112,0.0,0.0,2.0,0.0,194.848,526.344,124.404,138.588
191.984,4.7996,0.0,0.0,2.0,0.0,37.93,411.8,141.96,27.46
353.568,-44.196,0.0,0.0,2.0,0.0,161.568,599.165,1293.488,483.136
222.666,10.4784,0.0,0.0,2.0,0.0,56.52,945.036,68.704,35.34
141.372,-14.1372,0.0,0.0,2.0,0.0,286.38,303.92,18.84,22.784
231.92,5.798,0.0,0.0,5.0,0.0,386.91,480.96,107.53,89.0664
119.833,-12.6882,0.0,0.0,1.0,0.0,504.9,974.988,56.328,526.582
321.568,-16.0784,0.0,0.0,2.0,0.0,977.292,283.92,4.656,27.42
115.96,25.5112,0.0,0.0,2.0,0.0,194.848,526.344,124.404,138.588
275.952,-37.9434,0.0,0.0,3.0,0.0,151.72,6.368,8.544,155.372
504.9,126.225,0.0,0.0,5.0,0.0,140.81,30.8,165.28,230.28
141.96,39.7488,0.0,0.0,2.0,0.0,6.408,383.607,184.752,33.568
289.568,10.8588,0.0,0.0,2.0,0.0,86.97,380.058,19.54,408.006
141.96,39.7488,0.0,0.0,2.0,0.0,6.408,383.607,184.752,33.568
383.4656,-67.6704,0.0,0.0,4.0,0.0,171.96,512.94,33.568,30.88
198.272,-32.2192,0.0,0.0,8.0,0.0,242.352,258.072,25.472,306.9
441.96,101.6508,0.0,0.0,2.0,0.0,91.96,899.43,30.144,68.704
205.666,-12.098,0.0,0.0,2.0,0.0,400.032,781.864,111.15,14.52
781.864,-137.976,0.0,0.0,10.0,0.0,31.96,172.5,182.67,366.009
509.9575,41.9965,0.0,0.0,5.0,0.0,122.91,22.288,665.88,127.764
240.784,30.098,0.0,0.0,1.0,0.0,22.2,37.74,84.98,34.58
449.568,56.196,0.0,0.0,2.0,0.0,547.136,51.756,1053.164,422.625
477.666,84.294,0.0,0.0,2.0,0.0,393.165,368.97,68.432,127.95
523.92,-26.196,0.0,0.0,5.0,0.0,956.6648,483.136,21.44,477.666
87.21,-45.3492,0.0,0.0,3.0,0.0,239.24,1044.63,435.999,102.3
2154.9,129.294,0.0,0.0,5.0,0.0,40.48,254.058,307.666,314.352
222.666,10.4784,0.0,0.0,2.0,0.0,56.52,945.036,68.704,35.34
899.136,112.392,0.0,0.0,4.0,0.0,626.352,64.944,35.49,291.168
1336.829,31.4548,0.0,0.0,13.0,0.0,459.92,302.94,239.96,20.94
120.666,21.294,1.0,0.0,2.0,0.0,142.182,120.784,169.568,43.12
1292.94,77.5764,0.0,0.0,3.0,0.0,318.43,782.94,589.41,512.96
155.456,-7.7728,0.0,0.0,4.0,0.0,340.144,134.01,25.71,129.888
1406.86,140.686,0.0,0.0,7.0,0.0,8.28,602.651,97.568,105.686
308.499,-18.147,0.0,0.0,3.0,0.0,172.11,5.47,127.302,653.55
411.332,-4.8392,0.0,0.0,4.0,0.0,397.6,275.952,611.058,6.096
687.4,48.118,0.0,0.0,5.0,0.0,144.784,5.28,393.165,1004.976
626.352,46.9764,0.0,0.0,3.0,0.0,957.5775,392.94,11.032,66.294
198.272,-32.2192,0.0,0.0,8.0,0.0,242.352,258.072,25.472,306.9
459.92,41.3928,0.0,0.0,4.0,0.0,128.9,188.552,54.768,199.9
1227.9984,-36.1176,0.0,0.0,6.0,0.0,389.696,28.4,53.34,283.92
704.9,56.392,0.0,0.0,5.0,0.0,358.58,700.152,441.92,231.92
556.665,6.549,0.0,0.0,5.0,0.0,24.7,1454.9,327.996,82.64
120.98,12.098,0.0,0.0,1.0,0.0,120.666,90.882,332.832,139.92
825.174,-117.882,0.0,0.0,9.0,0.0,1322.352,1282.41,236.528,90.801
231.92,5.798,0.0,0.0,5.0,0.0,386.91,480.96,107.53,89.0664
191.984,4.7996,0.0,0.0,2.0,0.0,37.93,411.8,141.96,27.46
302.94,75.735,0.0,0.0,3.0,0.0,220.96,42.85,207.0,458.43
46.384,1.1596,0.0,0.0,1.0,0.0,15.712,1516.2,717.72,170.072
246.1328,-76.0116,0.0,0.0,2.0,0.0,63.824,141.96,36.6,290.352
449.568,56.196,0.0,0.0,2.0,0.0,547.136,51.756,1053.164,422.625
305.9745,25.1979,0.0,0.0,3.0,0.0,37.296,23.968,112.648,10.984
556.665,6.549,0.0,0.0,5.0,0.0,189.576,177.225,478.48,210.68
239.98,52.7956,0.0,0.0,2.0,0.0,557.728,313.722,109.9,626.1
1227.9984,-36.1176,0.0,0.0,6.0,0.0,389.696,28.4,53.34,283.92
173.94,38.2668,0.0,0.0,3.0,0.0,14.76,275.88,547.136,51.588
353.568,-44.196,0.0,0.0,2.0,0.0,161.568,599.165,1293.488,483.136
613.9992,-18.0588,0.0,0.0,3.0,0.0,63.98,4.712,186.54,29.22
191.984,4.7996,0.0,0.0,2.0,0.0,37.93,411.8,141.96,27.46
145.74,23.3184,0.0,0.0,3.0,0.0,183.372,14.89,138.588,23.88
183.372,-36.6744,0.0,0.0,2.0,0.0,123.96,362.352,20.096,91.032
400.784,-5.0098,0.0,0.0,1.0,0.0,871.4,457.485,1212.96,760.116
239.98,52.7956,0.0,0.0,2.0,0.0,557.728,313.722,109.9,626.1
302.94,69.6762,0.0,0.0,3.0,0.0,163.764,1194.165,71.372,161.568
825.174,-117.882,0.0,0.0,9.0,0.0,1322.352,1282.41,236.528,90.801
388.704,-4.8588,0.0,0.0,6.0,0.0,159.92,299.975,20.24,7.04
241.332,-14.196,0.0,0.0,5.0,0.0,16.74,30.336,354.9,770.352
240.784,30.098,0.0,0.0,1.0,0.0,22.2,37.74,84.98,34.58
302.94,69.6762,0.0,0.0,3.0,0.0,163.764,1194.165,71.372,161.568
131.104,8.194,0.0,0.0,2.0,0.0,51.588,72.704,422.625,883.84
387.136,-14.5176,0.0,0.0,4.0,0.0,66.36,317.058,60.312,44.4
482.664,85.176,0.0,0.0,8.0,0.0,127.95,15.008,600.558,26.48
361.96,83.2508,0.0,0.0,2.0,0.0,106.68,67.96,411.332,85.98
87.21,-45.3492,0.0,0.0,3.0,0.0,239.24,1044.63,435.999,102.3
683.332,-40.196,0.0,0.0,4.0,0.0,613.9992,1024.38,66.69,146.136
359.97,79.1934,0.0,0.0,3.0,0.0,240.784,14.91,210.98,69.375
323.136,12.1176,0.0,0.0,4.0,0.0,300.98,340.704,7.968,7.4
176.784,-22.098,0.0,0.0,1.0,0.0,354.9,836.592,135.8,637.896
222.666,10.4784,0.0,0.0,2.0,0.0,56.52,945.036,68.704,35.34
899.136,112.392,0.0,0.0,4.0,0.0,626.352,64.944,35.49,291.168
917.9235,75.5937,0.0,0.0,9.0,0.0,155.25,470.302,17.088,77.728
176.784,-22.098,0.0,0.0,1.0,0.0,354.9,836.592,135.8,637.896
449.568,56.196,0.0,0.0,2.0,0.0,547.136,51.756,1053.164,422.625
77.728,-3.8864,0.0,0.0,2.0,0.0,291.136,514.165,1497.666,174.42
359.499,-29.6058,0.0,0.0,3.0,0.0,853.93,28.4,27.42,127.785
459.92,41.3928,0.0,0.0,4.0,0.0,128.9,188.552,54.768,199.9
119.833,7.049,0.0,0.0,1.0,0.0,63.882,85.98,170.058,213.216
46.384,1.1596,0.0,0.0,1.0,0.0,15.712,1516.2,717.72,170.072
344.94,31.0446,0.0,0.0,3.0,0.0,198.744,39.98,786.744,94.68
119.833,-12.6882,0.0,0.0,1.0,0.0,504.9,974.988,56.328,526.582
240.784,30.098,0.0,0.0,1.0,0.0,22.2,37.74,84.98,34.58
599.165,35.245,0.0,0.0,5.0,0.0,8.73,1335.68,466.32,12.544
141.96,39.7488,0.0,0.0,2.0,0.0,6.408,383.607,184.752,33.568
72.588,-128.2388,0.0,0.0,2.0,0.0,9.82,529.9,782.94,35.56
400.784,-5.0098,0.0,0.0,1.0,0.0,871.4,457.485,1212.96,760.116
131.104,8.194,0.0,0.0,2.0,0.0,51.588,72.704,422.625,883.84
246.1328,-76.0116,0.0,0.0,2.0,0.0,63.824,141.96,36.6,290.352
78.8528,-11.596,0.0,0.0,2.0,0.0,340.704,191.984,842.376,273.06
198.744,0.0,0.0,0.0,4.0,0.0,14.76,191.82,163.88,568.728
723.92,-81.441,0.0,0.0,5.0,0.0,364.08,70.98,283.92,28.4
120.98,12.098,0.0,0.0,1.0,0.0,120.666,90.882,332.832,139.92
425.833,20.0392,0.0,0.0,1.0,0.0,323.136,454.272,240.784,291.1
449.568,56.196,0.0,0.0,2.0,0.0,547.136,51.756,1053.164,422.625
205.666,-12.098,0.0,0.0,2.0,0.0,890.841,4.992,30.768,32.952
246.1328,-76.0116,0.0,0.0,2.0,0.0,63.824,141.96,36.6,290.352
509.9575,41.9965,0.0,0.0,5.0,0.0,122.91,22.288,665.88,127.764
176.784,-22.098,0.0,0.0,1.0,0.0,354.9,836.592,135.8,637.896
556.665,6.549,0.0,0.0,5.0,0.0,24.7,1454.9,327.996,82.64
359.058,-71.8116,0.0,0.0,3.0,0.0,14.368,262.864,29.22,41.552
451.136,-67.6704,0.0,0.0,4.0,0.0,153.568,15.168,1592.85,24.85
353.568,-44.196,0.0,0.0,2.0,0.0,161.568,599.165,1293.488,483.136
141.96,39.7488,0.0,0.0,2.0,0.0,25.248,61.96,9.94,181.47
275.952,-37.9434,0.0,0.0,3.0,0.0,151.72,6.368,8.544,155.372
477.666,84.294,0.0,0.0,2.0,0.0,393.165,368.97,68.432,127.95
512.499,-30.147,0.0,0.0,3.0,0.0,109.764,24.1,582.336,323.136
359.97,79.1934,0.0,0.0,3.0,0.0,240.784,14.91,210.98,69.375
899.136,112.392,0.0,0.0,4.0,0.0,626.352,64.944,35.49,291.168
369.1992,-114.0174,0.0,0.0,3.0,0.0,14.76,393.165,358.58,155.88
825.174,-117.882,0.0,0.0,9.0,0.0,1322.352,1282.41,236.528,90.801
369.1992,-114.0174,0.0,0.0,3.0,0.0,14.76,393.165,358.58,155.88
84.98,18.6956,0.0,0.0,1.0,0.0,207.846,37.68,48.896,18.96
308.499,-18.147,0.0,0.0,3.0,0.0,172.11,5.47,127.302,653.55
579.136,21.7176,0.0,0.0,4.0,0.0,408.006,1279.165,195.184,287.968
222.666,10.4784,0.0,0.0,2.0,0.0,56.52,945.036,68.704,35.34
220.2656,-42.1096,0.0,0.0,4.0,0.0,1.988,254.352,44.4,77.952
1292.94,77.5764,0.0,0.0,3.0,0.0,318.43,782.94,589.41,512.96
205.3328,-36.2352,0.0,0.0,2.0,0.0,94.2,257.568,90.99,600.558
212.94,53.235,0.0,0.0,3.0,0.0,37.68,70.56,146.352,474.43
241.332,-14.196,0.0,0.0,5.0,0.0,16.74,30.336,354.9,770.352
120.98,12.098,0.0,0.0,1.0,0.0,120.666,90.882,332.832,139.92
212.94,53.235,0.0,0.0,3.0,0.0,37.68,70.56,146.352,474.43
300.5328,-97.2312,0.0,0.0,2.0,0.0,435.999,801.568,887.103,164.22
141.96,41.1684,0.0,0.0,2.0,0.0,246.1328,186.048,225.568,32.04
242.352,9.0882,0.0,0.0,3.0,0.0,74.45,620.6145,411.8,273.96
81.94,20.485,0.0,0.0,1.0,0.0,191.82,29.98,72.42,581.96
120.666,21.294,1.0,0.0,2.0,0.0,142.182,120.784,169.568,43.12
86.97,-48.7032,0.0,0.0,3.0,0.0,2.328,19.92,4.18,48.576
683.332,-40.196,0.0,0.0,4.0,0.0,613.9992,1024.38,66.69,146.136
290.666,27.3568,0.0,0.0,2.0,0.0,359.772,279.456,1212.96,232.88
257.499,24.2352,0.0,0.0,3.0,0.0,9.96,24.7,388.704,638.288
556.665,6.549,0.0,0.0,5.0,0.0,189.576,177.225,478.48,210.68
204.6664,-6.0196,0.0,0.0,1.0,0.0,8.01,35.0,171.288,301.96
46.384,1.1596,0.0,0.0,1.0,0.0,15.712,1516.2,717.72,170.072
183.372,-36.6744,0.0,0.0,2.0,0.0,123.96,362.352,20.096,91.032
354.9,88.725,0.0,0.0,5.0,0.0,388.704,327.996,844.116,1317.492
141.372,-14.1372,0.0,0.0,2.0,0.0,286.38,303.92,18.84,22.784
290.666,3.4196,0.0,0.0,2.0,0.0,333.0,14.73,127.104,19.3
387.136,-14.5176,0.0,0.0,4.0,0.0,66.36,317.058,60.312,44.4
293.199,-20.6964,0.0,0.0,3.0,0.0,411.332,103.481,40.784,307.666
424.9575,19.998,0.0,0.0,5.0,0.0,454.965,63.2,127.95,483.136
411.332,-4.8392,0.0,0.0,4.0,0.0,129.568,7.88,284.364,4.16
240.784,30.098,0.0,0.0,1.0,0.0,22.2,37.74,84.98,34.58
115.96,-64.9376,0.0,0.0,4.0,0.0,301.96,6.98,681.408,181.986
556.665,6.549,0.0,0.0,5.0,0.0,189.576,177.225,478.48,210.68
222.666,10.4784,0.0,0.0,2.0,0.0,56.52,945.036,68.704,35.34
435.999,5.1294,0.0,0.0,3.0,0.0,14.224,526.45,871.4,191.646
246.1328,-76.0116,0.0,0.0,2.0,0.0,63.824,141.96,36.6,290.352
781.864,-137.976,0.0,0.0,10.0,0.0,31.96,172.5,182.67,366.009
141.96,39.7488,0.0,0.0,2.0,0.0,25.248,61.96,9.94,181.47
613.9992,-18.0588,0.0,0.0,3.0,0.0,63.98,4.712,186.54,29.22
359.97,79.1934,0.0,0.0,3.0,0.0,240.784,14.91,210.98,69.375
102.833,-6.049,0.0,0.0,1.0,0.0,196.45,306.9,620.6145,36.672
212.94,53.235,0.0,0.0,3.0,0.0,37.68,70.56,146.352,474.43
69.576,-143.7904,0.0,0.0,4.0,0.0,364.95,70.686,97.424,206.112
899.136,112.392,0.0,0.0,4.0,0.0,626.352,64.944,35.49,291.168
141.372,-14.1372,0.0,0.0,2.0,0.0,286.38,303.92,18.84,22.784
451.136,-67.6704,0.0,0.0,4.0,0.0,153.568,15.168,1592.85,24.85
512.94,97.4586,0.0,0.0,3.0,0.0,860.93,1227.9984,493.92,787.53
246.1328,-76.0116,0.0,0.0,2.0,0.0,63.824,141.96,36.6,290.352
586.398,34.494,0.0,0.0,6.0,0.0,544.008,622.45,47.04,31.56
220.2656,-42.1096,0.0,0.0,4.0,0.0,1.988,254.352,44.4,77.952
199.98,37.9962,0.0,0.0,2.0,0.0,77.952,210.68,248.98,35.0
482.664,85.176,0.0,0.0,8.0,0.0,127.95,15.008,600.558,26.48
67.9932,-12.9987,0.0,0.0,1.0,0.0,25.128,53.2,222.666,521.96
69.576,-143.7904,0.0,0.0,4.0,0.0,364.95,70.686,97.424,206.112
512.499,-30.147,0.0,0.0,3.0,0.0,109.764,24.1,582.336,323.136
411.332,-4.8392,0.0,0.0,4.0,0.0,129.568,7.88,284.364,4.16
899.136,112.392,0.0,0.0,4.0,0.0,626.352,64.944,35.49,291.168
173.94,38.2668,0.0,0.0,3.0,0.0,14.76,275.88,547.136,51.588
301.96,60.392,0.0,0.0,2.0,0.0,170.352,382.116,117.882,70.98
239.666,14.098,0.0,0.0,2.0,0.0,319.41,6.984,12.544,337.176
361.96,83.2508,0.0,0.0,2.0,0.0,106.68,67.96,411.332,85.98
1227.9984,-36.1176,0.0,0.0,6.0,0.0,389.696,28.4,53.34,283.92
222.666,10.4784,0.0,0.0,2.0,0.0,56.52,945.036,68.704,35.34
801.568,-10.0196,0.0,0.0,2.0,0.0,631.782,142.4,14.19,13.128
638.82,172.4814,0.0,0.0,9.0,0.0,853.092,340.144,218.75,53.88
353.568,-44.196,0.0,0.0,2.0,0.0,161.568,599.165,1293.488,483.136
220.2656,-42.1096,0.0,0.0,4.0,0.0,1.988,254.352,44.4,77.952
638.82,172.4814,0.0,0.0,9.0,0.0,853.092,340.144,218.75,53.88
257.499,24.2352,0.0,0.0,3.0,0.0,9.96,24.7,388.704,638.288
87.21,-45.3492,0.0,0.0,3.0,0.0,239.24,1044.63,435.999,102.3
1292.94,77.5764,0.0,0.0,3.0,0.0,318.43,782.94,589.41,512.96
239.98,52.7956,0.0,0.0,2.0,0.0,557.728,313.722,109.9,626.1
825.174,-117.882,0.0,0.0,9.0,0.0,1322.352,1282.41,236.528,90.801
362.94,36.294,0.0,0.0,3.0,0.0,164.22,103.936,142.4,35.34
148.257,15.6978,0.0,0.0,3.0,0.0,9.708,113.568,58.68,459.92
141.372,-14.1372,0.0,0.0,2.0,0.0,286.38,303.92,18.84,22.784
638.82,172.4814,0.0,0.0,9.0,0.0,853.092,340.144,218.75,53.88
388.704,-4.8588,0.0,0.0,6.0,0.0,159.92,299.975,20.24,7.04
131.104,8.194,0.0,0.0,2.0,0.0,51.588,72.704,422.625,883.84
300.5328,-97.2312,0.0,0.0,2.0,0.0,435.999,801.568,887.103,164.22
275.952,-37.9434,0.0,0.0,3.0,0.0,151.72,6.368,8.544,155.372
81.94,20.485,0.0,0.0,1.0,0.0,191.82,29.98,72.42,581.96
239.666,14.098,0.0,0.0,2.0,0.0,319.41,6.984,12.544,337.176
305.9745,25.1979,0.0,0.0,3.0,0.0,37.296,23.968,112.648,10.984
359.058,-35.9058,0.0,0.0,3.0,0.0,46.9,141.96,373.08,327.76
321.568,-16.0784,0.0,0.0,2.0,0.0,977.292,283.92,4.656,27.42
69.576,-143.7904,0.0,0.0,4.0,0.0,364.95,70.686,97.424,206.112
344.981,28.4102,0.0,0.0,7.0,0.0,24.14,908.82,317.058,254.352
305.9745,25.1979,0.0,0.0,3.0,0.0,37.296,23.968,112.648,10.984
339.92,8.498,0.0,0.0,5.0,0.0,207.76,127.554,7.068,195.136
477.666,84.294,0.0,0.0,2.0,0.0,393.165,368.97,68.432,127.95
1406.86,140.686,0.0,0.0,7.0,0.0,8.28,602.651,97.568,105.686
781.864,-137.976,0.0,0.0,10.0,0.0,31.96,172.5,182.67,366.009
626.352,46.9764,0.0,0.0,3.0,0.0,957.5775,392.94,11.032,66.294
556.665,6.549,0.0,0.0,5.0,0.0,189.576,177.225,478.48,210.68
1406.86,140.686,0.0,0.0,7.0,0.0,8.28,602.651,97.568,105.686
387.136,-14.5176,0.0,0.0,4.0,0.0,66.36,317.058,60.312,44.4
1292.94,77.5764,0.0,0.0,3.0,0.0,318.43,782.94,589.41,512.96
89.0664,-17.0274,0.0,0.0,1.0,0.0,30.144,21.12,240.784,963.136
509.9575,41.9965,0.0,0.0,5.0,0.0,122.91,22.288,665.88,127.764
307.666,28.9568,0.0,0.0,2.0,0.0,4.16,586.398,598.458,14.91
2154.9,129.294,0.0,0.0,5.0,0.0,40.48,254.058,307.666,314.352
687.4,48.118,0.0,0.0,5.0,0.0,144.784,5.28,393.165,1004.976
300.5328,-97.2312,0.0,0.0,2.0,0.0,435.999,801.568,887.103,164.22
77.728,-3.8864,0.0,0.0,2.0,0.0,291.136,514.165,1497.666,174.42
723.92,-81.441,0.0,0.0,5.0,0.0,364.08,70.98,283.92,28.4
723.92,-81.441,0.0,0.0,5.0,0.0,364.08,70.98,283.92,28.4
113.568,12.7764,0.0,0.0,2.0,0.0,127.554,255.108,408.006,2.328
183.372,-36.6744,0.0,0.0,2.0,0.0,123.96,362.352,20.096,91.032
